,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령
131,2013년 2월 10일 22시,일요일,서울특별시 영등포구 여의도동,중상사고,0,3,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,76세,경상,승용,남,38세
132,2013년 2월 11일 09시,월요일,서울특별시 금천구 시흥동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,67세,상해없음,승용,남,37세
133,2013년 2월 11일 16시,월요일,서울특별시 중랑구 묵동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,보행자,여,4세
134,2013년 2월 13일 11시,수요일,서울특별시 강남구 자곡동,중상사고,0,4,1,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,52세,상해없음,승용,남,34세
135,2013년 2월 13일 19시,수요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,57세,상해없음,보행자,남,9세
136,2013년 2월 14일 18시,목요일,서울특별시 구로구 오류동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,54세,상해없음,보행자,남,6세
137,2013년 2월 15일 10시,금요일,서울특별시 은평구 신사동,경상사고,0,0,5,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,47세,상해없음,승용,남,54세
138,2013년 2월 15일 12시,금요일,서울특별시 영등포구 양평동3가,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,31세,상해없음,보행자,남,12세
139,2013년 2월 15일 14시,금요일,서울특별시 강북구 미아동,중상사고,0,1,10,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,41세
140,2013년 2월 15일 14시,금요일,서울특별시 성동구 금호동3가,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,51세,상해없음,보행자,여,11세
142,2013년 2월 16일 09시,토요일,서울특별시 노원구 중계동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,42세,상해없음,보행자,여,11세
143,2013년 2월 16일 12시,토요일,서울특별시 용산구 이촌동,중상사고,0,1,0,0,차대사람 - 차도통행중,기타,포장 - 건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,9세
144,2013년 2월 17일 12시,일요일,서울특별시 관악구 봉천동,경상사고,0,0,4,0,차대차 - 정면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,15세,기타불명,승용,남,35세
145,2013년 2월 17일 15시,일요일,서울특별시 송파구 석촌동,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,승용,남,36세
146,2013년 2월 18일 09시,월요일,서울특별시 노원구 상계동,경상사고,0,0,3,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,30세,상해없음,승용,남,32세
147,2013년 2월 18일 10시,월요일,서울특별시 강동구 성내동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,보행자,남,12세
148,2013년 2월 18일 17시,월요일,서울특별시 강북구 수유동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,41세,상해없음,보행자,남,7세
149,2013년 2월 18일 18시,월요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,12세
150,2013년 2월 18일 19시,월요일,서울특별시 강서구 등촌동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,7세
151,2013년 2월 19일 15시,화요일,서울특별시 송파구 풍납동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,56세,상해없음,보행자,여,11세
152,2013년 2월 19일 17시,화요일,서울특별시 서초구 방배동,경상사고,0,0,2,0,차대차 - 측면직각충돌,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,66세,상해없음,승합,남,41세
153,2013년 2월 20일 10시,수요일,서울특별시 노원구 월계동,경상사고,0,0,1,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,12세,경상,승용,여,49세
154,2013년 2월 20일 16시,수요일,서울특별시 강동구 천호동,중상사고,0,1,0,0,차대사람 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,29세,상해없음,보행자,남,7세
155,2013년 2월 20일 16시,수요일,서울특별시 양천구 신월동,경상사고,0,0,1,0,차대사람 - 보도통행중,신호위반,포장 - 건조,맑음,단일로 - 횡단보도상,이륜,남,18세,상해없음,보행자,여,5세
157,2013년 2월 21일 11시,목요일,서울특별시 강남구 압구정동,경상사고,0,0,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,여,41세
158,2013년 2월 21일 12시,목요일,서울특별시 강남구 신사동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,29세,상해없음,보행자,남,12세
159,2013년 2월 22일 15시,금요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,59세,상해없음,보행자,여,8세
160,2013년 2월 22일 17시,금요일,서울특별시 중랑구 상봉동,부상신고사고,0,0,0,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,자전거,남,12세,부상신고,승용,여,36세
161,2013년 2월 22일 22시,금요일,서울특별시 노원구 월계동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,승용,남,37세
162,2013년 2월 23일 18시,토요일,서울특별시 중구 회현동1가,경상사고,0,0,2,3,차대차 - 추돌 - 주정차중,안전거리미확보,포장 - 건조,맑음,단일로 - 터널,승용,여,33세,상해없음,승용,남,39세
163,2013년 2월 23일 18시,토요일,서울특별시 성북구 하월곡동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,남,22세,상해없음,보행자,여,5세
164,2013년 2월 24일 12시,일요일,서울특별시 관악구 신림동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,53세,상해없음,승용,여,35세
165,2013년 2월 24일 14시,일요일,서울특별시 양천구 신정동,중상사고,0,2,1,0,차대사람 - 횡단중,신호위반,포장 - 기타,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,여,41세
166,2013년 2월 25일 12시,월요일,서울특별시 성북구 정릉동,경상사고,0,0,1,1,차대사람 - 기타,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,27세,상해없음,보행자,여,30세
167,2013년 2월 25일 15시,월요일,서울특별시 중랑구 중화동,부상신고사고,0,0,0,1,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,이륜,남,17세,상해없음,보행자,남,8세
168,2013년 2월 26일 09시,화요일,서울특별시 송파구 삼전동,중상사고,0,1,1,0,차대차 - 기타,차로위반,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,63세,상해없음,원동기,남,31세
169,2013년 2월 26일 09시,화요일,서울특별시 강남구 역삼동,경상사고,0,0,3,0,차대차 - 측면직각충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,40세,경상,승용,남,28세
170,2013년 2월 26일 13시,화요일,서울특별시 강남구 역삼동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,27세,상해없음,승용,남,37세
171,2013년 2월 26일 17시,화요일,서울특별시 중랑구 상봉동,중상사고,0,1,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,51세,상해없음,승용,남,35세
172,2013년 2월 26일 21시,화요일,서울특별시 서초구 방배동,중상사고,0,1,4,0,차대차 - 추돌 - 주정차중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,51세,상해없음,승용,남,50세
173,2013년 2월 27일 00시,수요일,서울특별시 관악구 신림동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,60세,상해없음,보행자,여,2세
174,2013년 2월 27일 15시,수요일,서울특별시 강남구 세곡동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,남,12세
175,2013년 2월 27일 16시,수요일,서울특별시 금천구 독산동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,37세,상해없음,보행자,남,2세
176,2013년 2월 27일 20시,수요일,서울특별시 서초구 방배동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 횡단보도상,승용,여,37세,상해없음,보행자,남,12세
177,2013년 2월 28일 10시,목요일,서울특별시 강동구 고덕동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승합,남,64세,상해없음,보행자,남,7세
178,2013년 2월 28일 11시,목요일,서울특별시 강동구 길동,경상사고,0,0,3,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,63세,상해없음,승합,여,36세
179,2013년 2월 28일 15시,목요일,서울특별시 성동구 행당동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 기타,맑음,교차로 - 교차로안,화물,남,33세,상해없음,보행자,남,10세
180,2013년 2월 28일 19시,목요일,서울특별시 양천구 목동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,기타불명,기타불명,기타불명,보행자,남,12세
181,2013년 2월 28일 22시,목요일,서울특별시 중랑구 중화동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로안,이륜,남,17세,상해없음,보행자,남,8세
182,2013년 3월 1일 13시,금요일,서울특별시 광진구 구의동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,기타불명,남,55세,상해없음,보행자,남,6세
183,2013년 3월 1일 14시,금요일,서울특별시 송파구 풍납동,경상사고,0,0,2,1,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,기타,교차로 - 교차로안,승용,여,33세,상해없음,승용,남,29세
184,2013년 3월 1일 15시,금요일,서울특별시 영등포구 양평동6가,중상사고,0,2,2,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,46세,상해없음,승용,남,41세
185,2013년 3월 1일 17시,금요일,서울특별시 용산구 이태원동,경상사고,0,0,2,0,차대차 - 추돌 - 진행중,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,58세,상해없음,승용,여,36세
186,2013년 3월 1일 22시,금요일,서울특별시 노원구 하계동,경상사고,0,0,4,1,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,36세
187,2013년 3월 2일 01시,토요일,서울특별시 영등포구 당산동,중상사고,0,2,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,34세
188,2013년 3월 2일 14시,토요일,서울특별시 영등포구 신길동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,특수,남,42세,상해없음,보행자,여,12세
189,2013년 3월 2일 16시,토요일,서울특별시 강남구 청담동,중상사고,0,5,5,0,차대차 - 추돌 - 진행중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,61세,상해없음,승용,남,59세
190,2013년 3월 2일 17시,토요일,서울특별시 용산구 한남동,경상사고,0,0,2,0,차대차 - 측면직각충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,여,22세,상해없음,승용,남,40세
191,2013년 3월 3일 13시,일요일,서울특별시 강서구 가양동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,41세,상해없음,보행자,여,3세
192,2013년 3월 3일 14시,일요일,서울특별시 동대문구 용두동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,47세,상해없음,보행자,남,4세
193,2013년 3월 3일 15시,일요일,서울특별시 영등포구 여의도동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,단일로 - 기타,승용,남,30세,상해없음,보행자,남,7세
194,2013년 3월 3일 20시,일요일,서울특별시 은평구 역촌동,부상신고사고,0,0,0,2,차대차 - 측면직각충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,52세,상해없음,승용,여,47세
195,2013년 3월 4일 13시,월요일,서울특별시 마포구 아현동,경상사고,0,0,3,1,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,경상,승합,남,46세
